Gene_ID	Top1_NAA1	Top1_NAA2	Top1_IAA1	Top1_IAA2
CERS5	2.863958	4.182484	27.299107	18.089241
CERS6	2.521092	2.715078	10.053423	6.822216
CERS6-AS1	0.000000	0.000000	0.000000	0.000000
CES1	0.0	0.0	0.0	0.0
CES1P1	0.0	0.0	0.000000	0.0
CES1P2	0.0	0.0	0.000000	0.0
CES2	2.024030	3.680228	46.295147	32.817513
CES3	0.176586	0.177898	3.658305	2.670766
CES4A	0.000000	0.000000	0.428081	0.233499
CES5A	0.0	0.0	0.0	0.0
CES5AP1	0.0	0.0	0.0	0.0
CETN1	0.000000	0.000000	0.000000	0.000000
CETN2	1.204630	2.012037	5.964818	3.319445
CETN3	0.490210	0.532867	6.625175	4.683217
CETN4P	0.000000	0.000000	0.441971	0.000000
CETP	0.000000	0.000000	1.092021	0.271404
CFAP126	1.753968	2.822386	20.495501	14.146435
CFAP20	2.114640	4.346243	36.508133	25.938032
CFAP221	0.000000	0.000000	0.229022	0.205363
CFAP36	3.028200	3.028200	12.349242	8.287057
CFAP43	0.706990	0.950047	3.286300	1.953215
CFAP44	1.093470	1.315226	3.073673	2.156399
CFAP44-AS1	0.000000	0.865127	2.668544	1.484214
CFAP45	0.0	0.000000	1.358217	0.730362
CFAP46	0.000000	0.111984	1.053032	0.670452
CFAP47	0.000000	0.0	0.0	0.0
CFAP52	0.415034	0.245558	1.543508	1.082460
CFAP53	0.933077	1.026879	4.636407	3.575425
CFAP54	0.000000	0.000000	0.000000	0.077285
CFAP57	0.066901	0.187049	0.748763	0.780976
CFAP58	0.000000	0.000000	0.202535	0.155146
CFAP58-AS1	0.0	0.264516	1.635023	0.546544
CFAP61	0.000000	0.000000	0.000000	0.000000
CFAP69	0.299846	0.000000	1.312148	0.792670
CFAP70	1.136168	1.347319	3.085350	1.959344
CFAP74	0.000000	0.000000	1.117332	0.893957
CFAP97	1.388601	1.368354	4.441174	2.987495
CFAP99	0.000000	0.000000	1.760261	0.900653
CFB	0.0	0.0	0.0	0.0
CFC1	0.000000	0.0	0.000000	0.000000
CFC1B	0.000000	0.0	0.000000	0.000000
CFD	0.0	0.0	0.0	0.0
CFDP1	1.886630	4.537138	30.989836	21.557467
CFH	0.0	0.0	0.0	0.022171
CFHR1	0.0	0.0	0.0	0.074788
CFHR2	0.0	0.0	0.000000	0.0
CFHR3	0.0	0.0	0.0	0.0
CFHR4	0.0	0.0	0.000000	0.0
CFHR5	0.0	0.0	0.000000	0.0
CFI	0.0	0.000000	0.000000	0.000000
CFL1	9.297534	15.975338	234.856003	180.016708
CFL1P1	0.000000	0.000000	0.530726	0.346226
CFL2	2.966420	2.927727	10.026410	5.969269
CFLAR	0.682595	1.078928	6.476379	4.360650
CFLAR-AS1	2.224353	1.700038	9.523333	5.192993
CFP	0.000000	0.310986	1.962254	1.247887
CFTR	0.0	0.0	0.0	0.0
CGA	0.0	0.0	0.000000	0.000000
CGB	0.000000	0.170838	3.843237	2.870639
CGB1	0.0	0.000000	0.865891	0.513684
CGB2	0.0	0.273224	1.827663	1.679894
CGB5	0.000000	0.148106	1.003049	0.631554
CGB7	0.000000	0.000000	1.259112	1.236838
CGB8	0.000000	0.105036	0.910017	0.462159
CGGBP1	1.979808	1.946087	7.560650	4.880533
CGN	0.271711	0.293864	7.009147	5.323623
CGNL1	0.294454	0.355634	4.476087	2.654176
CGREF1	0.000000	0.194036	3.752960	1.181920
CGRRF1	1.662132	1.130008	6.796674	3.623583
CH17-340M24.3	0.000000	0.000000	1.852949	1.200669
CH17-360D5.1	0.000000	0.000000	0.514493	0.671843
CH17-408M7.1	0.0	0.0	0.000000	0.000000
CH25H	0.0	0.0	0.0	0.0
CHAC1	0.157051	0.155769	7.256410	4.478205
CHAC2	3.543530	5.569412	11.933333	9.238431
CHAD	0.263717	0.409440	12.461946	7.122714
CHADL	0.030900	0.000000	1.978777	1.511022
CHAF1A	4.824110	8.881245	80.756279	59.304516
CHAF1B	2.528302	4.606845	28.215883	19.923651
CHAMP1	4.776585	6.512834	27.747509	18.547407
CHAT	0.0	0.0	0.010874	0.006524
CHCHD1	1.465640	2.183649	8.284360	9.101895
CHCHD10	0.0	0.0	0.0	0.0
CHCHD2	5.336196	8.030675	96.924538	74.573616
CHCHD3	4.443711	5.742767	39.008492	24.935535
CHCHD4	0.571696	1.206982	7.953866	5.245012
CHCHD5	0.400668	0.935450	10.642738	7.929883
CHCHD6	1.402941	1.918628	18.165686	14.330392
CHCHD7	0.827168	1.205202	4.842774	2.972254
CHD1	5.168809	6.916989	14.430076	10.603531
CHD1L	3.370272	4.618779	17.240610	11.343729
CHD2	7.932570	10.328957	49.701504	35.653183
CHD3	0.677727	1.097098	12.781562	8.996449
CHD4	6.268755	10.601833	97.978912	71.045074
CHD5	0.165270	0.205009	3.753596	2.856359
CHD6	1.745562	2.212001	13.129068	8.712371
CHD7	3.598014	5.005700	29.345552	20.063299
CHD8	4.644519	6.277109	33.489838	22.779434
CHD9	1.994961	2.316247	7.300521	4.742788
CHDH	0.830815	1.258500	18.967890	10.849703
CHEK1	2.786728	3.109934	14.421747	9.645614
CHEK2	2.105981	3.522449	11.957240	8.390646
CHEK2P2	0.0	0.0	0.000000	0.000000
CHERP	3.430159	4.389305	68.566025	49.222176
CHFR	0.0	0.000000	0.000000	0.000000
CHGA	0.0	0.0	0.0	0.0
CHGB	0.0	0.0	0.000000	0.000000
CHI3L1	0.0	0.0	0.000000	0.211758
CHI3L2	0.0	0.0	0.000000	0.0
CHIA	0.0	0.0	0.000000	0.0
CHIAP2	0.0	0.0	0.000000	0.0
CHIC1	0.0	0.000000	0.000000	0.000000
CHIC2	1.623478	2.027826	13.143478	10.082608
CHID1	0.872413	1.575583	23.722818	17.725700
CHIT1	0.0	0.0	0.160552	0.000000
CHKA	1.705926	3.185499	18.310637	13.177217
CHKB	0.855740	1.280540	20.914671	3.708953
CHKB-AS1	1.859666	2.744848	20.030422	13.070658
CHKB-CPT1B	0.000000	0.000000	0.000000	5.842934
CHL1	0.0	0.0	0.0	0.0
CHL1-AS1	0.0	0.0	0.0	0.0
CHM	0.640900	0.958972	1.924380	1.203539
CHML	0.659779	1.081659	2.762949	1.833145
CHMP1A	1.784037	4.069085	68.941978	46.390915
CHMP1B	1.565686	2.155882	16.223856	12.247059
CHMP1B2P	0.0	0.0	0.0	0.0
CHMP2A	2.675676	3.959460	32.190155	25.310810
CHMP2B	1.012177	1.490107	7.091705	5.579528
CHMP3	0.371857	0.438227	11.739151	8.509089
CHMP4A	1.977139	2.693953	19.896017	15.408555
CHMP4B	1.006679	3.165756	27.599878	18.275652
CHMP4C	0.575068	1.183740	8.815176	6.360976
CHMP5	1.300966	2.110145	8.373913	5.828986
CHMP6	1.063702	2.280649	39.996994	31.066105
CHMP7	1.770674	2.648387	22.092962	16.388857
CHN1	0.343807	0.489426	2.705438	1.611178
CHN2	0.009421	0.013232	0.046067	0.033159
CHODL	0.0	0.0	0.0	0.000000
CHODL-AS1	0.000000	0.0	0.000000	0.000000
CHORDC1	3.176123	3.359634	10.936613	7.699320
CHP1	2.350507	3.266419	18.880112	12.847178
CHP2	0.0	0.000000	0.000000	0.000000
CHPF	1.942380	4.086927	83.733963	63.684822
CHPF2	1.662237	3.138292	54.932842	35.787411
CHPT1	1.085871	1.752485	11.202728	7.843917
CHRAC1	2.167042	2.077898	11.266306	8.433654
CHRD	0.191444	0.000000	3.433423	2.541711
CHRDL1	0.0	0.0	0.0	0.0
CHRDL2	0.328520	0.376534	2.391336	0.999278
CHRFAM7A	0.0	0.0	0.0	0.0
CHRM1	0.0	0.000000	1.301098	0.968473
CHRM2	0.0	0.0	0.0	0.0
CHRM3	0.000000	0.0	0.305875	0.160127
CHRM3-AS1	0.000000	0.0	0.000000	0.000000
CHRM3-AS2	0.000000	0.0	0.000000	0.000000
CHRM4	0.064392	0.066043	0.943864	0.817281
CHRM5	0.043106	0.137216	0.421191	0.177361
CHRNA1	0.0	0.0	0.0	0.000000
CHRNA10	0.605879	1.725959	11.469855	5.938715
CHRNA2	0.055077	0.147283	0.695599	0.354807
CHRNA3	0.578875	1.069359	13.736474	11.346658
CHRNA4	0.0	0.0	0.000000	0.000000
CHRNA5	3.489953	4.847759	14.288113	10.040473
CHRNA6	0.0	0.000000	0.000000	0.000000
CHRNA7	0.0	0.0	0.0	0.0
CHRNA9	0.000000	0.0	0.000000	0.000000
CHRNB1	0.660648	0.459992	6.335662	4.112023
CHRNB2	0.760056	2.078874	10.887897	6.808150
CHRNB3	0.0	0.000000	0.000000	0.000000
CHRNB4	0.000000	0.273284	2.531046	1.575163
CHRND	0.332433	0.345258	8.923117	5.858252
CHRNE	0.598147	0.707504	7.258547	5.333324
CHRNG	0.905350	2.158208	32.465496	22.345678
CHST1	0.030457	0.0	1.225127	0.336802
CHST10	0.0	0.0	0.124387	0.000000
CHST11	0.392164	0.652566	3.716193	2.865291
CHST12	0.734177	1.195499	24.245663	15.286685
CHST13	0.067265	0.000000	0.492713	0.455157
CHST14	0.459509	0.649227	16.796633	11.156506
CHST15	3.076946	4.103464	23.753675	16.915695
CHST2	0.103698	0.078318	2.844573	1.957699
CHST3	1.053205	1.856590	21.488169	15.806683
CHST4	0.000000	0.249241	4.392284	3.285652
CHST5	0.000000	0.000000	1.876154	1.086154
CHST6	0.322585	0.535657	8.597966	5.506464
CHST7	0.487874	0.695635	12.404203	9.247373
CHST8	0.0	0.0	0.000000	0.000000
CHST9	0.0	0.0	0.000000	0.000000
CHSY1	2.671209	3.980879	17.937801	14.648132
CHSY3	0.231672	0.500573	3.375716	2.288087
CHTF18	1.522538	2.186344	45.044952	30.313850
CHTF8	2.863614	4.249002	38.754192	28.477448
CHTOP	7.457788	11.413144	79.761009	52.966167
CHUK	4.678490	5.005959	18.456867	11.581725
CHURC1	3.705231	5.380548	9.035838	7.458985
CHURC1-FNTB	0.000000	1.308358	4.574015	1.376501
CIAO1	1.514866	2.546829	17.613962	11.677899
CIAPIN1	1.177819	2.189276	19.331528	11.424048
CIART	0.000000	0.000000	0.229183	0.352507
CIB1	0.961774	1.406728	16.962538	13.113150
CIB2	0.090909	0.118258	1.621048	1.159282
CIB3	0.0	0.0	0.000000	0.000000
CIB4	0.000000	0.000000	1.781208	0.000000
CIC	0.909707	1.533727	31.912226	22.661180
CIDEA	0.0	0.000000	0.000000	0.000000
CIDEB	0.000000	0.000000	0.000000	0.000000
CIDEC	0.0	0.000000	0.000000	0.000000
CIDECP	1.216687	1.341220	16.315691	10.305106
CIITA	0.000000	0.180098	1.561344	0.983734
CILP	0.000000	0.0	0.092659	0.061549
CILP2	0.241010	0.407478	7.388664	5.624199
CINP	1.311542	2.677222	17.150154	12.779366
CIPC	1.206532	1.394664	10.309797	6.004600
CIR1	1.581149	1.720022	8.468489	5.570552
CIRBP	4.629032	8.204782	82.937210	65.285141
CIRBP-AS1	3.270649	5.074484	55.313423	43.474926
CIRH1A	0.0	0.0	0.0	0.0
CISD1	1.393738	1.132353	3.650854	2.768501
CISD2	1.428246	1.746035	6.352121	4.124896
CISD3	0.0	0.0	0.0	0.0
CISH	0.273369	0.285273	5.944886	4.484568
CISTR	0.0	0.0	0.000000	0.081714
CIT	3.052227	4.187866	27.415066	19.143360
CITED1	0.000000	0.000000	1.102041	1.210266
CITED2	1.859707	1.929617	24.778933	17.499763
CITED4	0.285050	0.211464	10.429899	10.191325
CIZ1	2.807561	4.068505	47.234509	31.297613
CKAP2	7.851972	8.617824	17.271423	11.665167
CKAP2L	2.303195	3.300898	9.114848	7.441637
CKAP4	1.159091	1.608037	17.436430	12.894104
CKAP5	7.440870	9.863271	33.068512	22.599195
CKB	2.434842	4.911523	98.580933	62.356651
CKLF	2.230856	3.378378	23.905405	17.736486
CKLF-CMTM1	0.000000	0.000000	0.000000	0.000000
CKM	0.177925	0.138721	1.787093	1.646574
CKMT1A	0.439854	0.000000	2.467116	2.164699
CKMT1B	0.294829	0.000000	2.501405	2.526700
CKMT2	0.350053	0.450251	3.345142	2.406875
CKMT2-AS1	0.068496	0.122729	0.635361	0.458979
CKS1B	3.507578	6.412086	38.566853	25.423891
CKS2	5.467533	7.464286	95.988640	73.805191
CLASP1	3.048663	3.990725	18.298363	11.450042
CLASP2	2.122606	2.666059	8.974722	5.767948
CLASRP	2.904379	3.613494	50.081772	36.759605
CLC	0.0	0.0	0.0	0.0
CLCA1	0.0	0.0	0.000000	0.000000
CLCA2	0.000000	0.0	0.000000	0.000000
CLCA3P	0.0	0.077960	0.000000	0.0
CLCA4	0.0	0.000000	0.000000	0.000000
CLCC1	4.812523	4.651371	17.889799	11.827569
CLCF1	1.243791	2.906234	30.067917	23.620375
CLCN1	0.000000	0.088501	1.341085	0.802003
CLCN2	0.946632	1.711148	23.200752	16.457581
CLCN3	1.048230	1.364294	4.306015	2.982413
CLCN4	0.087507	0.135828	1.779464	1.106364
CLCN5	0.356309	0.432432	2.089477	1.500160
CLCN6	1.411481	1.681323	14.430481	9.583920
CLCN7	0.292475	0.716044	17.541172	12.591577
CLCNKA	0.000000	0.000000	0.373226	0.000000
CLCNKB	0.000000	0.073391	1.931803	1.101542
CLDN1	0.0	0.0	0.000000	0.030417
CLDN10	0.000000	0.000000	0.000000	0.000000
CLDN10-AS1	0.000000	0.000000	0.000000	0.000000
CLDN11	0.0	0.0	0.084757	0.050811
CLDN12	0.839520	1.476255	5.393013	3.812773
CLDN14	0.000000	0.000000	0.451111	0.370444
CLDN15	1.132799	1.591355	21.804367	15.325758
CLDN16	0.0	0.0	0.0	0.0
CLDN17	0.0	0.0	0.0	0.0
CLDN18	0.101579	0.144977	0.388209	0.295179
CLDN19	0.062744	0.000000	0.377117	0.257912
CLDN2	0.059877	0.150588	0.699525	0.572063
CLDN20	1.620347	2.490488	17.415218	12.468156
CLDN22	0.000000	0.000000	0.000000	0.000000
CLDN23	0.243852	0.293545	6.778688	5.367828
CLDN24	2.487934	1.629713	18.434389	13.377074
CLDN25	0.0	0.0	0.000000	0.173913
CLDN3	0.279435	0.093407	15.014129	8.876888
CLDN34	0.113178	0.279070	1.393798	1.119380
CLDN4	1.850355	3.597488	82.247406	56.974895
CLDN5	0.660328	0.934313	14.185825	9.829732
CLDN6	0.000000	0.000000	0.000000	0.000000
CLDN7	1.826683	2.593594	29.308504	22.955515
CLDN8	0.0	0.0	0.0	0.0
CLDN9	0.058537	0.000000	0.330732	0.278537
CLDND1	15.265539	15.452793	56.307240	41.047596
CLDND2	1.220739	1.096509	25.432238	14.793634
CLEC10A	0.0	0.0	0.000000	0.000000
CLEC11A	0.287136	0.570007	23.617670	17.294954
CLEC12A	0.0	0.0	0.000000	0.0
CLEC12B	0.0	0.0	0.000000	0.0
CLEC14A	0.0	0.0	0.0	0.0
CLEC16A	1.462124	1.685146	14.087530	8.936663
CLEC17A	0.000000	0.000000	0.161348	0.000000
CLEC18A	0.000000	0.186027	1.078931	0.788335
CLEC18B	0.072482	0.272603	1.752617	1.202352
CLEC18C	0.057537	0.163099	0.756219	0.584068
CLEC19A	0.0	0.0	0.000000	0.000000
CLEC1A	0.0	0.0	0.0	0.0
CLEC1B	0.0	0.0	0.000000	0.0
CLEC2A	0.0	0.0	0.000000	0.0
CLEC2B	0.0	0.0	0.000000	0.0
CLEC2D	0.437493	0.771825	1.621886	1.010122
CLEC2L	0.0	0.000000	0.000000	0.000000
CLEC3A	0.0	0.0	0.000000	0.0
CLEC3B	0.000000	0.000000	0.769826	0.000000
CLEC4A	0.000000	0.372365	1.411397	0.447307
CLEC4C	0.0	0.0	0.000000	0.000000
CLEC4D	0.0	0.0	0.0	0.000000
CLEC4E	0.0	0.0	0.0	0.000000
CLEC4F	0.048524	0.0	0.0	0.000000
CLEC4G	0.0	0.000000	0.000000	0.000000
CLEC4GP1	0.0	0.000000	0.000000	0.000000
CLEC4M	0.0	0.000000	0.000000	0.000000
CLEC5A	0.247242	0.239604	0.371429	0.222631
CLEC6A	0.0	0.0	0.000000	0.000000
CLEC7A	0.0	0.0	0.0	0.0
CLEC9A	0.0	0.0	0.0	0.0
CLECL1	0.0	0.000000	0.000000	0.0
CLGN	0.211198	0.000000	1.055634	0.511694
CLHC1	1.412514	1.321890	3.099299	1.712809
CLIC1	0.0	0.0	0.0	0.0
CLIC2	0.435041	0.312918	0.457692	0.000000
CLIC3	0.678967	1.916359	42.482166	27.687576
CLIC4	1.339197	1.627650	7.888137	5.414750
CLIC5	0.0	0.0	0.058388	0.025652
CLIC6	0.0	0.0	0.000000	0.000000
CLINT1	4.080198	5.110891	19.209654	13.816337
CLIP1	3.032302	4.311517	20.932014	13.697616
CLIP1-AS1	2.308036	3.734375	18.268972	12.347098
CLIP2	1.644257	3.102822	38.734135	25.393175
CLIP3	0.680613	0.812090	12.376824	8.750056
CLIP4	0.682577	0.874484	2.613135	1.983761
CLK1	8.444913	8.839483	33.060360	22.079599
CLK2	0.0	0.0	0.0	0.0
CLK2P1	0.066225	0.000000	0.095475	0.066225
CLK3	1.345760	2.391470	22.973467	15.977765
CLK4	1.996410	3.456322	11.119665	8.217391
CLLU1	0.0	0.0	0.0	0.0
CLLU1OS	0.0	0.0	0.0	0.0
CLMN	0.943608	1.173961	7.476314	5.357961
CLMP	1.826616	2.388213	7.971103	5.404182
CLN3	0.457689	0.603728	11.208536	8.756385
CLN5	1.806071	2.821071	9.901428	6.132857
CLN6	1.648082	3.480375	50.949154	36.082516
CLN8	0.0	0.0	0.0	0.0
CLNK	0.0	0.000000	0.0	0.0
CLNS1A	3.509635	4.661336	19.042639	13.390324
CLOCK	5.494644	6.625439	15.403276	10.571068
CLP1	1.199350	1.504334	9.090466	5.547671
CLPB	1.772324	3.186576	27.937902	18.526316
CLPP	1.455256	2.688097	42.507385	28.150305
CLPS	0.0	0.000000	0.000000	0.000000
CLPSL1	0.000000	0.000000	0.000000	0.000000
CLPSL2	0.000000	0.000000	0.729951	1.363339
CLPTM1	0.505594	1.006333	14.560376	11.082120
CLPTM1L	0.0	0.0	0.0	0.0
CLPX	3.343258	3.888558	17.062952	11.163760
CLRN1	0.0	0.000000	0.000000	0.000000
CLRN1-AS1	0.0	0.000000	0.000000	0.000000
CLRN2	0.000000	0.000000	0.000000	0.000000
CLRN3	0.0	0.000000	0.000000	0.000000
CLSPN	2.985385	4.216525	17.330505	12.631070
CLSTN1	2.332579	3.967592	43.659702	30.335085
CLSTN2	0.024580	0.010651	0.119623	0.000000
CLSTN2-AS1	0.000000	0.088235	0.000000	0.000000
CLSTN3	0.591454	1.137431	12.817592	8.990505
CLTA	2.786042	3.440312	37.249310	25.137739
CLTB	0.893605	1.094510	24.640068	17.383703
CLTC	16.209734	23.251078	81.369225	53.868988
CLTCL1	0.881574	1.215452	12.395538	8.646173
CLU	0.778686	0.681502	8.740841	6.869512
CLUAP1	0.915641	1.122510	5.371486	4.268486
CLUH	1.847052	3.720136	67.401993	48.389359
CLUHP3	1.911036	2.708896	27.045046	17.603605
CLUL1	0.000000	0.072602	0.270839	0.000000
CLVS1	0.412058	0.491322	0.925370	0.583285
CLVS2	0.0	0.0	0.0	0.000000
CLYBL	0.390211	0.563562	1.565722	1.497775
CLYBL-AS1	0.212728	0.701237	2.127873	1.163229
CLYBL-AS2	1.092920	1.986726	4.148968	1.028024
CMA1	0.000000	0.000000	1.433155	0.335829
CMAHP	0.0	0.0	0.000000	0.000000
CMAS	1.518952	1.486622	12.382385	9.000557
CMBL	1.038053	1.234495	10.938350	7.078824
CMC1	1.225600	2.113600	19.523199	11.942401
CMC2	3.974184	5.913139	18.856558	14.787713
CMC4	0.124770	0.569843	3.029386	2.836180
CMIP	0.191060	0.253637	2.031816	1.365041
CMKLR1	0.0	0.0	0.000000	0.0
CMPK1	1.720275	1.707277	4.895768	3.118899
CMPK2	0.041812	0.044534	0.507888	0.421751
CMSS1	0.110730	0.133930	0.508964	0.314039
CMTM1	1.168157	1.363148	15.912343	13.003578
CMTM2	0.733522	0.911488	4.650659	2.982109
CMTM3	1.552216	1.964162	23.134104	16.522541
CMTM4	1.988296	2.865344	19.363434	12.759641
CMTM5	0.0	0.000000	0.000000	0.000000
CMTM6	7.159239	7.978015	13.873143	9.191919
CMTM7	6.220577	9.563287	72.242043	45.742413
CMTM8	2.506838	3.071795	25.548717	16.509401
CMTR1	1.183560	2.534433	24.235451	16.954170
CMTR2	0.994314	1.448472	5.946932	4.406775
CMYA5	0.180732	0.201831	0.507291	0.459898
CNBD1	0.0	0.0	0.000000	0.0
CNBD2	0.000000	0.042733	0.092226	0.130372
CNBP	8.342495	10.491135	45.255768	27.610668
CNDP1	0.153251	0.0	0.0	0.000000
CNDP2	1.095770	1.425936	12.029066	8.336128
CNEP1R1	1.304749	1.439834	6.292301	4.152605
CNFN	0.405303	0.922348	13.312500	8.962121
CNGA1	0.232373	0.119166	0.742469	0.381662
CNGA2	0.0	0.0	0.0	0.0
CNGA3	0.000000	0.000000	0.000000	0.000000
CNGA4	0.0	0.054422	0.376766	0.081109
CNGB1	0.000000	0.0	0.096390	0.000000
CNGB3	0.000000	0.098919	0.100989	0.040718
CNIH1	3.385102	5.873507	19.370344	12.538300
CNIH2	0.259045	0.577424	11.301737	7.909551
CNIH3	0.000000	0.000000	0.283727	0.589376
CNIH4	0.916294	1.177152	5.782837	3.823638
CNKSR1	0.404380	0.436449	11.233086	7.928432
CNKSR2	0.0	0.0	0.0	0.0
CNKSR3	1.214064	1.911710	20.134758	13.340149
CNN1	0.125786	0.000000	0.952306	0.411426
CNN2	1.807300	3.214678	36.566326	25.492151
CNN3	3.246503	3.514423	27.458479	18.364073
CNNM1	0.000000	0.060906	0.320638	0.314597
CNNM2	2.212433	3.103309	27.107107	20.600180
CNNM3	1.582384	2.281123	22.013630	15.143814
CNNM4	0.957917	1.123750	14.321875	9.364376
CNOT1	9.839259	13.626353	47.056267	30.964882
CNOT10	0.917214	1.184561	5.615883	3.538421
CNOT11	3.204527	4.126291	29.341145	18.227562
CNOT2	0.368464	0.459316	2.245829	1.376135
CNOT3	0.0	0.0	0.0	0.0
CNOT4	1.886946	1.943137	7.722025	5.887715
CNOT6	4.329336	5.608963	14.148808	9.050261
CNOT6L	1.216977	1.574168	4.418669	2.706148
CNOT7	4.842275	6.551265	14.135674	9.192838
CNOT8	2.025900	2.926673	12.871175	9.644466
CNP	2.318105	4.036440	35.396938	25.887579
CNPPD1	0.741080	1.888139	19.851976	14.213115
CNPY1	0.0	0.0	0.000000	0.000000
CNPY2	2.554696	3.330165	36.665955	23.026430
CNPY3	2.290085	2.359773	46.087257	33.270821
CNPY4	2.008180	3.403545	17.881392	12.111793
CNR1	0.0	0.0	0.039966	0.000000
CNR2	0.000000	0.000000	0.200000	0.000000
CNRIP1	0.0	0.0	0.004717	0.000000
CNST	1.326024	2.609274	9.313623	6.346513
CNTD1	1.315818	1.735321	5.260117	2.991142
CNTD2	0.596588	0.751789	13.791414	9.102366
CNTF	3.272583	5.304807	20.913893	16.369783
CNTFR	0.0	0.000000	0.000000	0.000000
CNTFR-AS1	0.0	0.000000	0.135747	0.000000
CNTLN	0.798928	0.844156	2.375261	1.550631
CNTN1	0.000000	0.000000	0.000000	0.000000
CNTN2	0.530248	0.969883	4.582269	3.857497
CNTN3	0.0	0.0	0.0	0.0
CNTN4	0.0	0.000000	0.000000	0.000000
CNTN4-AS1	0.0	0.000000	0.000000	0.000000
CNTN4-AS2	0.0	0.000000	0.000000	0.000000
CNTN5	0.0	0.0	0.0	0.0
CNTN6	0.0	0.0	0.0	0.0
CNTNAP1	0.508067	1.014301	9.366887	6.896773
CNTNAP2	0.0	0.0	0.0	0.0
CNTNAP3	2.460635	3.141337	17.015188	10.073892
CNTNAP3B	2.049587	3.143022	20.495375	12.639079
CNTNAP3P2	1.563094	2.290588	12.826866	8.843997
CNTNAP4	0.0	0.0	0.0	0.0
CNTNAP5	0.0	0.0	0.0	0.0
CNTRL	1.164312	1.302113	5.684430	4.595209
CNTROB	1.416365	1.982380	24.615496	17.608736
COA1	3.872576	6.387042	28.250538	17.989727
COA3	3.029703	3.290842	23.085396	17.193069
COA4	2.645833	6.522059	39.419117	27.658089
COA5	3.031692	4.132428	13.278438	8.544992
COA6	0.606583	1.358934	12.289660	9.864971
COA7	1.365658	2.857616	22.235022	14.930464
COASY	1.599140	2.220180	42.164646	30.822054
COBL	0.800960	1.039074	5.645059	3.437549
COBLL1	0.320525	0.319295	1.067118	0.846808
COCH	1.672482	1.451471	5.665499	3.874575
COG1	3.622826	5.877743	44.849388	27.934753
COG2	1.805405	2.324325	10.696283	7.896622
COG3	2.175587	3.169060	13.409922	8.456484
COG4	1.486534	2.093905	16.637489	12.342665
COG5	1.577117	2.401571	8.216113	3.931385
COG6	0.429693	0.597859	2.003854	1.436974
COG7	1.198842	2.371468	17.661219	12.034048
COG8	3.291815	5.106493	41.732635	26.119127
COIL	4.116597	6.108242	31.152678	20.719711
COL10A1	0.901520	1.082067	9.693313	5.943465
COL11A1	0.0	0.0	0.0	0.0
COL11A2	0.0	0.0	0.0	0.0
COL12A1	1.437343	1.630624	9.858796	6.712238
COL13A1	0.349378	0.603443	5.919669	3.702582
COL14A1	0.000000	0.000000	0.000000	0.000000
COL15A1	0.000000	0.0	0.000000	0.000000
COL16A1	0.074319	0.000000	1.106913	0.931590
COL17A1	1.551159	2.931194	13.093403	9.733153
COL18A1	0.220332	0.446996	9.461231	6.889035
COL18A1-AS1	0.258466	0.938640	16.595947	10.921273
COL18A1-AS2	0.360507	1.731884	12.045290	7.510870
COL19A1	0.0	0.000000	0.0	0.000000
COL1A1	0.237051	0.376244	7.670492	6.341825
COL1A2	0.0	0.0	0.0	0.000000
COL20A1	0.000000	0.000000	0.000000	0.000000
COL21A1	0.0	0.0	0.000000	0.0
COL22A1	0.0	0.0	0.0	0.0
COL23A1	0.0	0.000000	0.068560	0.038524
COL24A1	0.000000	0.000000	0.000000	0.000000
COL25A1	0.0	0.0	0.000000	0.000000
COL26A1	0.000000	0.000000	0.505770	0.376855
COL27A1	0.292830	0.482074	5.201537	3.783099
COL28A1	0.0	0.059175	0.000000	0.000000
COL2A1	0.048359	0.068410	0.338903	0.221152
COL3A1	0.0	0.0	0.013843	0.0
COL4A1	0.000000	0.000000	0.000000	0.000000
COL4A2	0.019000	0.0	0.109852	0.189526
COL4A2-AS1	0.000000	0.0	0.000000	0.000000
COL4A3	0.331728	0.505990	2.423243	1.460541
COL4A3BP	1.742028	2.069816	7.127126	4.930409
COL4A4	1.605164	1.734455	5.072043	3.612513
COL4A5	0.754760	0.906480	3.916308	2.741093
COL4A6	0.085184	0.061675	0.382963	0.310260
COL5A1	0.0	0.0	0.057209	0.000000
COL5A2	0.096681	0.143290	0.374459	0.149784
COL5A3	0.0	0.0	0.133949	0.000000
COL6A1	0.359290	0.896331	19.080473	14.038816
COL6A2	0.662368	1.364118	35.034775	23.358591
COL6A3	0.0	0.0	0.011219	0.033657
COL6A4P1	0.265007	0.329035	1.273455	0.771009
COL6A4P2	0.0	0.0	0.000000	0.000000
COL6A5	0.0	0.000000	0.000000	0.000000
COL6A6	0.456671	0.586423	0.976623	0.726328
COL7A1	0.055513	0.046352	1.728324	1.278656
COL8A1	0.000000	0.000000	0.000000	0.000000
COL8A2	0.181297	0.246802	1.028672	0.666520
COL9A1	0.0	0.0	0.000000	0.000000
COL9A2	0.000000	0.000000	2.128930	1.414694
COL9A3	0.254137	0.479649	7.506981	6.414210
COLCA1	0.0	0.0	0.0	0.000000
COLCA2	0.0	0.0	0.0	0.000000
COLEC10	0.000000	0.0	0.000000	0.000000
COLEC11	0.0	0.000000	0.143329	0.029626
COLEC12	0.000000	0.000000	0.000000	0.000000
COLGALT1	1.544114	3.064292	38.065407	29.777067
